date,returns,earthquake_dummy
2010-09-13,1.1069126603146635,0
2010-09-14,-0.07133739296021793,1
2010-09-15,0.3534883802264346,1
2010-09-16,-0.03644100558420865,0
2010-09-17,0.08265141149280265,0
2010-09-20,1.5095287889559732,1
2010-09-21,-0.2567313120709516,0
2010-09-22,-0.4837172794451643,0
2010-09-23,-0.836624017784362,0
2010-09-24,2.09729155478039,0
2010-09-27,-0.5683553181929221,0
2010-09-28,0.4838660735850795,0
2010-09-29,-0.25911128831490654,0
2010-09-30,-0.30884867064509164,0
2010-10-01,0.44067143598945757,0
2010-10-04,-0.8067386519721716,0
2010-10-05,2.064672250715971,0
2010-10-06,-0.06722304595998428,0
2010-10-07,-0.16478755817891533,0
2010-10-08,0.6103613171281868,0
2010-10-11,0.014582627318711123,0
2010-10-12,0.38114836641516475,0
2010-10-13,0.7095785561561465,0
2010-10-14,-0.36480321844051405,0
2010-10-15,0.2025432873275127,0
2010-10-18,0.721763469070623,0
2010-10-19,-1.6004644029056978,0
2010-10-20,1.0469082613678415,1
2010-10-21,0.1772336952797183,1
2010-10-22,0.2386408784297063,0
2010-10-25,0.214467014688162,0
2010-10-26,0.0016885142218022245,0
2010-10-27,-0.2694209639214449,0
2010-10-28,0.11242172367564925,0
2010-10-29,-0.04393838135768851,0
2010-11-01,0.09460857172550133,0
2010-11-02,0.7729336064693736,0
2010-11-03,0.36713064436879583,0
2010-11-04,1.9099304409664533,1
2010-11-05,0.3915079053613574,0
2010-11-08,-0.21232098228626614,0
2010-11-09,-0.8084894540663187,0
2010-11-10,0.4366533579727252,0
2010-11-11,-0.4251149890857143,0
2010-11-12,-1.1878766244753407,0
2010-11-15,-0.12181773094550821,0
2010-11-16,-1.6338157414690155,0
2010-11-17,0.02121403759877297,0
2010-11-18,1.524058354364966,0
2010-11-19,0.25371519119104957,0
2010-11-22,-0.15766088850632973,0
2010-11-23,-1.4387031590547825,0
2010-11-24,1.481271551861914,0
2010-11-26,-0.749659142423814,0
2010-11-29,-0.13798102652391953,0
2010-11-30,-0.6088715610163862,0
2010-12-01,2.1386622263131954,0
2010-12-02,1.2737100160626986,0
2010-12-03,0.25998540163472955,0
2010-12-06,-0.12990821032983638,0
2010-12-07,0.0514947584455788,0
2010-12-08,0.3694925752618805,0
2010-12-09,0.3835383567005275,0
2010-12-10,0.5983703744358306,0
2010-12-13,0.00483191504604511,0
2010-12-14,0.09105416846780524,0
2010-12-15,-0.5135617015333388,0
2010-12-16,0.6166045704275923,0
2010-12-17,0.08364544598930705,0
2010-12-20,0.25451114605429465,0
2010-12-21,0.60119938497866,0
2010-12-22,0.3373857625538641,0
2010-12-23,-0.1645681777602646,0
2010-12-27,0.06125096248109704,0
2010-12-28,0.07710265951380187,0
2010-12-29,0.10086365106726286,0
2010-12-30,-0.15093576964234345,0
2010-12-31,-0.01908076526799803,0
2011-01-03,1.125129414776139,1
2011-01-04,-0.1313924652633053,0
2011-01-05,0.49946760743045215,0
2011-01-06,-0.21252143706353338,0
2011-01-07,-0.184648576908379,0
2011-01-10,-0.13772751808198855,0
2011-01-11,0.3718206258407198,1
2011-01-12,0.8967253798850817,1
2011-01-13,-0.17122112404632492,0
2011-01-14,0.7357410347309418,0
2011-01-18,0.1375464266179263,0
2011-01-19,-1.016716579338749,0
2011-01-20,-0.12957984038359036,0
2011-01-21,0.2410637604266202,0
2011-01-24,0.5819315234591464,0
2011-01-25,0.026342777362230115,0
2011-01-26,0.4212024148476245,1
2011-01-27,0.22417910608015884,0
2011-01-28,-1.8013805424184883,0
2011-01-31,0.7633349932885113,0
2011-02-01,1.6555791837830445,0
2011-02-02,-0.27262302593572496,0
2011-02-03,0.23514322901246865,0
2011-02-04,0.28801110627525583,0
2011-02-07,0.6220782345946917,0
2011-02-08,0.4176020375841686,0
2011-02-09,-0.2789653077800705,0
2011-02-10,0.07492122075023729,0
2011-02-11,0.5492261501882706,0
2011-02-14,0.2382084644068833,0
2011-02-15,-0.3240154691580865,0
2011-02-16,0.6237938698852794,0
2011-02-17,0.30709708803842567,0
2011-02-18,0.1922872722018947,1
2011-02-22,-2.0742204920450784,0
2011-02-23,-0.6130715010510528,0
2011-02-24,-0.09948719612390142,0
2011-02-25,1.0495248165320983,0
2011-02-28,0.5545679951231269,1
2011-03-01,-1.586486179105288,0
2011-03-02,0.1613897889518183,0
2011-03-03,1.7072434579234648,0
2011-03-04,-0.740538978936682,0
2011-03-07,-0.8376215256269917,0
2011-03-08,0.8883161530176172,0
2011-03-09,-0.13626313929689196,0
2011-03-10,-1.9051280476332695,0
2011-03-11,0.7055564524575352,0
2011-03-14,-0.606769695677567,0
2011-03-15,-1.1263544394845546,0
2011-03-16,-1.9687481949376104,0
2011-03-17,1.3309266231872505,0
2011-03-18,0.43009395825497887,1
2011-03-21,1.487466793018053,0
2011-03-22,-0.3556885341036165,0
2011-03-23,0.29097422585029215,0
2011-03-24,0.9297393435477358,1
2011-03-25,0.31561510021831846,0
2011-03-28,-0.2751618499387498,0
2011-03-29,0.7035239607301627,0
2011-03-30,0.6662462626231433,0
2011-03-31,-0.18311771049696865,0
2011-04-01,0.49507129444560716,0
2011-04-04,0.03451501808517552,0
2011-04-05,-0.018007145753403602,0
2011-04-06,0.21812967581547996,0
2011-04-07,-0.1521162699229075,0
2011-04-08,-0.4012483000972301,0
2011-04-11,-0.2797288291400277,0
2011-04-12,-0.780709544572268,0
2011-04-13,0.01902174903101045,0
2011-04-14,0.008367309085991457,0
2011-04-15,0.39177288255700043,0
2011-04-18,-1.1078997728577973,1
2011-04-19,0.5714810218094469,0
2011-04-20,1.3424435132343604,1
2011-04-21,0.5262908499655702,0
2011-04-25,-0.15939395500939219,0
2011-04-26,0.8939507790196736,1
2011-04-27,0.6230397799826836,0
2011-04-28,0.3549118471432555,0
2011-04-29,0.22980197420190102,1
2011-05-02,-0.1754249109047347,0
2011-05-03,-0.33850263710472017,0
2011-05-04,-0.6878914252836053,0
2011-05-05,-0.9111217180690719,0
2011-05-06,0.3812642995878492,0
2011-05-09,0.45338701019276495,0
2011-05-10,0.8041616009665122,0
2011-05-11,-1.1173689687885626,0
2011-05-12,0.4883493672163735,0
2011-05-13,-0.8100047045423365,0
2011-05-16,-0.6223718638099424,0
2011-05-17,-0.036862852332626,0
2011-05-18,0.8765271983705115,0
2011-05-19,0.21755725891674885,0
2011-05-20,-0.7717974612615924,0
2011-05-23,-1.1997264840986759,0
2011-05-24,-0.08277226453295779,1
2011-05-25,0.3178113156662047,0
2011-05-26,0.39453227677029884,0
2011-05-27,0.4072615318767687,0
2011-05-31,1.0537014856369649,0
2011-06-01,-2.30482257006479,0
2011-06-02,-0.12255861140436305,0
2011-06-03,-0.9781492665189606,0
2011-06-06,-1.081851601372624,0
2011-06-07,-0.09568650426657947,0
2011-06-08,-0.41956644216076977,0
2011-06-09,0.7350409328991669,0
2011-06-10,-1.407848288184634,0
2011-06-13,0.0668532559503224,0
2011-06-14,1.2532913485107313,0
2011-06-15,-1.7585569507261964,0
2011-06-16,0.1752797975686738,0
2011-06-17,0.3040390291797801,0
2011-06-20,0.5380689090156745,0
2011-06-21,1.333417906146557,0
2011-06-22,-0.6489459844405715,0
2011-06-23,-0.2831992858195834,0
2011-06-24,-1.1795077176854512,0
2011-06-27,0.9142536655728857,0
2011-06-28,1.286129273599283,0
2011-06-29,0.8248633534916918,0
2011-06-30,1.0068371595162744,0
2011-07-01,1.4306869106078708,0
2011-07-05,-0.1337072545078201,0
2011-07-06,0.10010578196035078,0
2011-07-07,1.0399582892092554,0
2011-07-08,-0.6985458106936123,0
2011-07-11,-1.8256166936566474,0
2011-07-12,-0.4443369829839112,0
2011-07-13,0.3101027109116583,0
2011-07-14,-0.6738782369329064,0
2011-07-15,0.5539055540283085,0
2011-07-18,-0.8163117539370308,0
2011-07-19,1.617714964684356,0
2011-07-20,-0.06710584074016954,0
2011-07-21,1.345526278626349,0
2011-07-22,0.09074395131165376,0
2011-07-25,-0.565899522324216,0
2011-07-26,-0.41134200623304357,1
2011-07-27,-2.051772480728966,0
2011-07-28,-0.32392071555094853,0
2011-07-29,-0.6471427287167326,0
2011-08-01,-0.41408608662346447,0
2011-08-02,-2.5888909190627936,0
2011-08-03,0.5003145952719504,0
2011-08-04,-4.900165504374172,0
2011-08-05,-0.057508298927246036,0
2011-08-08,-6.8958369392622965,0
2011-08-09,4.631744106339226,0
2011-08-10,-4.515679702748308,0
2011-08-11,4.525059436377813,0
2011-08-12,0.524787506727373,0
2011-08-15,2.1550727976037782,0
2011-08-16,-0.9786275177628468,0
2011-08-17,0.09469381398190986,0
2011-08-18,-4.561859893236774,0
2011-08-19,-1.5122756128201311,0
2011-08-22,0.0258007873217613,1
2011-08-23,3.3710248386478314,1
2011-08-24,1.3034651368546804,0
2011-08-25,-1.5687934737963625,1
2011-08-26,1.5008418274911262,0
2011-08-29,2.7887505012170815,0
2011-08-30,0.2344275023765254,0
2011-08-31,0.49099087120747525,0
2011-09-01,-1.1942460792307892,0
2011-09-02,-2.5607017291755048,0
2011-09-06,-0.7464076457601208,0
2011-09-07,2.8243824959145036,0
2011-09-08,-1.0668890387306724,0
2011-09-09,-2.706856251095999,0
2011-09-12,0.6941568182022928,0
2011-09-13,0.9078726180356282,0
2011-09-14,1.338976051823038,0
2011-09-15,1.704104671810099,0
2011-09-16,0.5690475561933473,0
2011-09-19,-0.9850948688078339,0
2011-09-20,-0.16623864527241425,0
2011-09-21,-2.9830995087149614,0
2011-09-22,-3.240245675922554,0
2011-09-23,0.6063588829471954,0
2011-09-26,2.3068021296971404,0
2011-09-27,1.0631665357288282,0
2011-09-28,-2.0908195852693328,0
2011-09-29,0.8081486435356454,0
2011-09-30,-2.529127447886567,0
2011-10-03,-2.8863602903782657,1
2011-10-04,2.223930613115923,0
2011-10-05,1.7707918945510777,0
2011-10-06,1.813816846647176,0
2011-10-07,-0.8196811187618284,0
2011-10-10,3.35556439192903,0
2011-10-11,0.054385563725065554,0
2011-10-12,0.9747046937638062,0
2011-10-13,-0.2978102395134018,0
2011-10-14,1.7230948802477928,0
2011-10-17,-1.9559937599453767,0
2011-10-18,2.021304938031121,0
2011-10-19,-1.2729818787026608,0
2011-10-20,0.4543839821088599,1
2011-10-21,1.86340674924324,0
2011-10-24,1.279080668037179,0
2011-10-25,-2.024834619938616,0
2011-10-26,1.0481430544091404,0
2011-10-27,3.37165911681324,1
2011-10-28,0.03891535285413573,0
2011-10-31,-2.504861661297966,0
2011-11-01,-2.8340059621586535,0
2011-11-02,1.5976363304391086,0
2011-11-03,1.8607607200930414,0
2011-11-04,-0.6299819537187665,0
2011-11-07,0.6276008211168581,0
2011-11-08,1.1667310321721212,1
2011-11-09,-3.7385347098984063,0
2011-11-10,0.8587201099483722,0
2011-11-11,1.929322300451138,0
2011-11-14,-0.9596036687552751,0
2011-11-15,0.4805598277296453,0
2011-11-16,-1.675579834195295,0
2011-11-17,-1.69426719877105,0
2011-11-18,-0.03947564904724282,1
2011-11-21,-1.882457110494662,0
2011-11-22,-0.4149438857005794,0
2011-11-23,-2.2342970458596256,0
2011-11-25,-0.26891193002526376,0
2011-11-28,2.8821079038607764,0
2011-11-29,0.2211206969401201,0
2011-11-30,4.240343833622763,0
2011-12-01,-0.19104695778506461,0
2011-12-02,-0.02410153733251713,0
2011-12-05,1.023446329926382,0
2011-12-06,0.1105137906520303,0
2011-12-07,0.20163207826577417,0
2011-12-08,-2.1368498950923844,0
2011-12-09,1.6742412907083417,0
2011-12-12,-1.502638690478305,0
2011-12-13,-0.872395302030107,0
2011-12-14,-1.1413251497139612,0
2011-12-15,0.3237852858083684,0
2011-12-16,0.32109891019024434,0
2011-12-19,-1.180219845855773,0
2011-12-20,2.938929593093803,0
2011-12-21,0.1947608164854339,0
2011-12-22,0.8231577169833795,0
2011-12-23,0.89944807831075,1
2011-12-27,0.007910481903918607,0
2011-12-28,-1.2556506256502387,0
2011-12-29,1.0650172463278638,0
2011-12-30,-0.430057074006262,0
2012-01-03,1.5355483670175711,0
2012-01-04,0.0187906344433519,0
2012-01-05,0.293939266949785,0
2012-01-06,-0.2540185002539133,0
2012-01-09,0.22590443626126244,0
2012-01-10,0.8846523613058419,0
2012-01-11,0.030954934463017558,0
2012-01-12,0.23338827385691882,0
2012-01-13,-0.49602044478712976,0
2012-01-17,0.3546657768174128,0
2012-01-18,1.1046689130224259,0
2012-01-19,0.49265017172440156,0
2012-01-20,0.06692357932838518,0
2012-01-23,0.04712319220428478,0
2012-01-24,-0.10263438252254861,0
2012-01-25,0.8641694717198006,0
2012-01-26,-0.5770508287987156,0
2012-01-27,-0.1594147545290945,0
2012-01-30,-0.2525309086351049,0
2012-01-31,-0.045705112807227166,0
2012-02-01,0.8860237474262221,0
2012-02-02,0.10945478306688977,0
2012-02-03,1.4499725948105897,0
2012-02-06,-0.04239640135274532,0
2012-02-07,0.20213375254646135,0
2012-02-08,0.21578809333288024,0
2012-02-09,0.14730251258824298,0
2012-02-10,-0.691012264361808,0
2012-02-13,0.6777023326495397,1
2012-02-14,-0.09399650039259268,1
2012-02-15,-0.5397747536216692,0
2012-02-16,1.09653658332769,0
2012-02-17,0.23461758829402962,0
2012-02-21,0.07196637576957368,0
2012-02-22,-0.3345697412143746,0
2012-02-23,0.42629031806044715,0
2012-02-24,0.16708411755119748,0
2012-02-27,0.1353642551873663,0
2012-02-28,0.3350713492318316,0
2012-02-29,-0.47482427569533836,0
2012-03-01,0.6139156544529188,0
2012-03-02,-0.32510350278581207,0
2012-03-05,-0.3877200502817463,0
2012-03-06,-1.5489506127547867,0
2012-03-07,0.6876921722994126,0
2012-03-08,0.977004917472598,0
2012-03-09,0.36246730207315236,0
2012-03-12,0.016044778678434662,0
2012-03-13,1.7969133090439677,0
2012-03-14,-0.11969780885961415,0
2012-03-15,0.5949465701558235,0
2012-03-16,0.11187724766969166,0
2012-03-19,0.3965971514072925,0
2012-03-20,-0.3005028734390367,0
2012-03-21,-0.1872949903772449,0
2012-03-22,-0.7232634226896052,0
2012-03-23,0.3104036007550846,0
2012-03-26,1.3790299964086756,0
2012-03-27,-0.282074975424287,0
2012-03-28,-0.49537586832890157,0
2012-03-29,-0.16092239433838276,0
2012-03-30,0.36916136216142814,0
2012-04-02,0.7476626120985932,0
2012-04-03,-0.39966118201429185,0
2012-04-04,-1.0254926852536355,0
2012-04-05,-0.06292401524196216,0
2012-04-09,-1.1423437999540704,0
2012-04-10,-1.7229025277191228,0
2012-04-11,0.7421289800125741,0
2012-04-12,1.3685315235973996,1
2012-04-13,-1.255346712505803,0
2012-04-16,-0.05037272401715643,0
2012-04-17,1.536797915796011,0
2012-04-18,-0.4063533761747807,1
2012-04-19,-0.5952075477205905,0
2012-04-20,0.1168582621342874,0
2012-04-23,-0.8443113102891016,0
2012-04-24,0.3673019641625143,0
2012-04-25,1.3552342898745124,0
2012-04-26,0.6657952133507797,0
2012-04-27,0.2411413929021321,0
2012-04-30,-0.3891062275366048,0
2012-05-01,0.5642435719680601,1
2012-05-02,-0.2499805576656982,0
2012-05-03,-0.7688351103508632,0
2012-05-04,-1.6278995721586433,0
2012-05-07,0.035051958289764595,0
2012-05-08,-0.42878531349747745,0
2012-05-09,-0.6724827531776473,0
2012-05-10,0.25142474063870246,0
2012-05-11,-0.33930913342835256,0
2012-05-14,-1.1175073102338486,0
2012-05-15,-0.5762408276502476,0
2012-05-16,-0.44135439289536116,0
2012-05-17,-1.5165797405602544,1
2012-05-18,-0.7415201826756767,0
2012-05-21,1.590868439584696,0
2012-05-22,0.048621879513632005,0
2012-05-23,0.1692270514548765,0
2012-05-24,0.1379080158591858,0
2012-05-25,-0.21679807027645,0
2012-05-29,1.101805527882847,0
2012-05-30,-1.4438629304797284,0
2012-05-31,-0.22792610600394742,0
2012-06-01,-2.495129541436346,0
2012-06-04,0.010954819498979695,0
2012-06-05,0.5710514594357038,0
2012-06-06,2.2787776048046515,0
2012-06-07,-0.010647016016171107,0
2012-06-08,0.8081420799987628,0
2012-06-11,-1.2700423815401067,0
2012-06-12,1.1583389901239802,0
2012-06-13,-0.7048030071107976,0
2012-06-14,1.075659264987351,0
2012-06-15,1.0284745652143057,0
2012-06-18,0.14437039589409012,0
2012-06-19,0.9767834417609009,0
2012-06-20,-0.1687780512771723,0
2012-06-21,-2.2513208183379603,0
2012-06-22,0.7148989234508097,0
2012-06-25,-1.608350239060684,0
2012-06-26,0.4761368161027949,0
2012-06-27,0.894478141961567,0
2012-06-28,-0.2112028345768644,0
2012-06-29,2.4614793734922196,0
2012-07-02,0.24562921587012987,0
2012-07-03,0.6212771568428006,0
2012-07-05,-0.4698041566319415,0
2012-07-06,-0.9477418655581866,0
2012-07-09,-0.16401761705199092,0
2012-07-10,-0.8159121789594384,0
2012-07-11,-0.001492368898313997,0
2012-07-12,-0.49995743524665537,0
2012-07-13,1.6362759247580703,0
2012-07-16,-0.2316995891622332,0
2012-07-17,0.7382355809908233,0
2012-07-18,0.6658275330090301,0
2012-07-19,0.2713415248504075,0
2012-07-20,-1.011262053416354,0
2012-07-23,-0.894897900370915,0
2012-07-24,-0.9082050192424119,0
2012-07-25,-0.03139107221160675,0
2012-07-26,1.640566286494937,0
2012-07-27,1.8900814490446787,0
2012-07-30,-0.048347644461061726,0
2012-07-31,-0.4326172766218438,0
2012-08-01,-0.29041929017454254,0
2012-08-02,-0.7531963624134257,1
2012-08-03,1.8861288185305969,0
2012-08-06,0.23265607240539124,0
2012-08-07,0.5093762742594675,0
2012-08-08,0.06206338074478673,0
2012-08-09,0.041359999517301904,0
2012-08-10,0.21860506671101115,0
2012-08-13,-0.12526850781975118,0
2012-08-14,-0.012815461201641856,0
2012-08-15,0.11389916294508422,0
2012-08-16,0.7075420387498189,0
2012-08-17,0.18703837394818,0
2012-08-20,-0.0021175053656374435,0
2012-08-21,-0.3503666814444632,0
2012-08-22,0.02263776234621246,0
2012-08-23,-0.8104999597724356,0
2012-08-24,0.6433988343258735,0
2012-08-27,-0.048913442052066824,1
2012-08-28,-0.08085090427998355,1
2012-08-29,0.08439929643065776,0
2012-08-30,-0.783642972967685,0
2012-08-31,0.5060469767646932,0
2012-09-04,-0.11666393226898583,0
2012-09-05,-0.10682316532888013,0
2012-09-06,2.0229536612008636,0
2012-09-07,0.40417949889394916,0
2012-09-10,-0.6166805654649373,0
2012-09-11,0.31300521014511007,0
2012-09-12,0.2090505602596938,0
2012-09-13,1.6178172153847772,0
2012-09-14,0.39511352928048094,0
2012-09-17,-0.31295828602655196,0
2012-09-18,-0.12805951321191059,0
2012-09-19,0.11848517443724842,0
2012-09-20,-0.054087999282133994,0
2012-09-21,-0.007532185571527501,0
2012-09-24,-0.22351500693764975,0
2012-09-25,-1.0557389418571081,1
2012-09-26,-0.5753253211740956,1
2012-09-27,0.9602727708234702,0
2012-09-28,-0.4487808236766832,1
2012-10-01,0.2647997667999982,0
2012-10-02,0.08719067272622652,0
2012-10-03,0.36178572930369635,0
2012-10-04,0.7148821731692292,0
2012-10-05,-0.03216410840716811,0
2012-10-08,-0.3462723847432359,1
2012-10-09,-0.9940182135140171,0
2012-10-10,-0.6207255566481142,0
2012-10-11,0.01953704369830234,0
2012-10-12,-0.2970544956016541,0
2012-10-15,0.8045470752666933,0
2012-10-16,1.0217555817170516,1
2012-10-17,0.4108606125958342,0
2012-10-18,-0.24467198768982962,0
2012-10-19,-1.6710144600034185,0
2012-10-22,0.04394856785490859,0
2012-10-23,-1.454923497073801,0
2012-10-24,-0.30901524835860505,0
2012-10-25,0.2991064948391166,0
2012-10-26,-0.07292475686408513,0
2012-10-31,0.015586755128230902,0
2012-11-01,1.0867212600982457,0
2012-11-02,-0.9423718242887246,0
2012-11-05,0.21614713450505024,0
2012-11-06,0.7822509122732397,0
2012-11-07,-2.3990484179202816,0
2012-11-08,-1.2279933313516294,0
2012-11-09,0.16972512798269102,0
2012-11-12,0.013047937655033898,0
2012-11-13,-0.3993383474745327,0
2012-11-14,-1.3948870444327603,0
2012-11-15,-0.15948159570186163,0
2012-11-16,0.48282747351721667,0
2012-11-19,1.966737673955126,0
2012-11-20,0.06631664358259164,0
2012-11-21,0.23174936609751573,0
2012-11-23,1.2942202068963047,0
2012-11-26,-0.20316442693245643,0
2012-11-27,-0.5240293685227754,0
2012-11-28,0.7825330760127026,0
2012-11-29,0.4260553566883581,0
2012-11-30,0.016249433406634223,0
2012-12-03,-0.4756519166261846,0
2012-12-04,-0.17112757910577697,0
2012-12-05,0.15836076545940703,0
2012-12-06,0.33011358587058365,0
2012-12-07,0.291666199934872,0
2012-12-10,0.03385032499741206,0
2012-12-11,0.652753131529474,0
2012-12-12,0.044813933395848056,0
2012-12-13,-0.6341489977004773,0
2012-12-14,-0.4143975679493314,1
2012-12-17,1.1800688037807516,0
2012-12-18,1.1421185666777312,0
2012-12-19,-0.7618145562821222,0
2012-12-20,0.5473104693568626,0
2012-12-21,-0.942294445014647,1
2012-12-24,-0.24432789712628372,0
2012-12-26,-0.47989567899257196,0
2012-12-27,-0.12191849162664065,0
2012-12-28,-1.1111445674961484,0
2012-12-31,1.6800027269884035,0
2013-01-02,2.5086115958695565,0
2013-01-03,-0.20877954235211252,0
2013-01-04,0.4853299978975984,0
2013-01-07,-0.312800325911756,0
2013-01-08,-0.324763918073645,0
2013-01-09,0.26523453586834017,0
2013-01-10,0.7568700109212613,0
2013-01-11,-0.00475151149826296,0
